vocal_channel,emotion,emotional_intensity,statement,repetition,sex,length_ms,zero_crossings_sum,mfcc_mean,mfcc_max,sc_std,sc_min,sc_max,stft_std,stft_min,stft_kur,kur,skew,PCA1,PCA2,PCA3
speech,happy,normal,Kids are talking by the door,2nd,M,-1.2627341675829398,-1.3062525661351185,0.8046429134314628,1.9503525164849393,0.22206491741256895,-0.0024652793857456376,1.8735992902327563,-1.5191892921609709,2.1518861108448726,1.1897054635175133,2.2612323133116057,-0.6569065527551395,-1.354639734159684,-1.1255337642417982,1.8505583071461231
speech,sad,normal,Kids are talking by the door,2nd,M,-0.7613110435492993,-0.5532699779680121,-0.6792546771739946,0.7837981011199908,0.5144700034606324,1.1623986408188858,0.25653299313834477,-3.363645658332601,6.223276510062994,1.0517668034680605,1.9536429728206886,-2.6874512021410077,-5.116028373941816,0.13377150316775574,0.35383613154592825
speech,disgust,normal,Kids are talking by the door,1st,M,-0.7061544999055989,-0.5540890308195354,0.4618075087665916,-0.270655947784341,-0.03956851811280748,1.0108925345367605,-0.15309784312248054,-1.1543632672125181,0.41637153832213486,0.46122740115528316,0.43915772934997277,-1.1136281413668958,-2.5506355779790573,-1.5473776305855051,0.5985825274831928
song,calm,strong,Kids are talking by the door,1st,M,3.3654012672475613,-0.5677399116782574,0.03813558652383527,1.5064718533182442,0.15216354848435096,-1.0884694029008997,0.06979165796378368,0.9500860437536507,-0.47051743288632863,-0.507676580901092,-0.6483891396137182,-0.2941763282562185,0.6251753559209923,4.513019071667646,2.369044407578355
song,calm,strong,Kids are talking by the door,1st,M,1.6923194433886477,-1.0244983852110963,0.6507025976919856,0.16620522010198346,-0.19804458654141563,-1.0884694029008997,0.14416575178031055,0.6032898106699466,-0.47051743288632863,-1.1296584614051608,-1.5681190068184965,-0.4283157201993867,-0.230788784940985,1.8264418187713636,1.0105709984534195
speech,sad,normal,Kids are talking by the door,2nd,M,-0.8164675871929998,-0.716807530655502,0.3413695847613429,-0.1318004148369674,0.29217487955632265,1.095809586627559,0.09283036120329334,-2.187528460441943,2.7881110486232243,1.705892255477092,0.46139220299703976,-0.7264374463154072,-4.219521213026993,-0.8909969436652053,1.4156707969743645
speech,disgust,normal,Kids are talking by the door,1st,M,0.41034765627597375,0.49320654866161767,-0.42144821750982064,0.9465293035039322,0.13278518101976836,1.5255240169053748,0.13141301985313444,-2.498426325880903,0.9527694230157822,1.1774880477159946,2.344217275147393,-1.1861870690375094,-4.598449030260388,-0.9304729924920911,0.8456875510597179
speech,fearful,strong,Dogs are sitting by the door,2nd,M,-0.09274687817111213,-0.14729278122961936,1.423949180992635,-1.3777387096729998,-3.0751541858260953,-0.31453677494722804,-2.301834385105792,0.19455057629491376,-0.1602750947347628,-0.49860877283313676,-0.0016946201356414132,-0.4567173631639234,4.824196255918213,1.0760224487820027,3.3475381394277317
song,sad,normal,Dogs are sitting by the door,2nd,M,0.9669273239533146,-0.318201809580819,0.2677646790933202,0.7153467710959299,0.7582830505604701,0.4087716476986675,0.2015747186507491,0.4043715629229394,-0.3627654854267785,-0.3037707993164095,-1.2636812895698284,0.5319110840841492,0.36619442675725306,1.2748302177666297,-0.360081254603819
song,happy,normal,Dogs are sitting by the door,2nd,M,0.5774886976205206,0.08204201719691052,0.6658000041418849,-0.0045867276978971095,0.2827780581961081,0.7522090768513099,0.17082885824477975,0.3899717921917455,0.0678932534885255,-1.1867678243373856,-0.4612430803241982,-0.696821496255803,0.08089335522617405,-0.29801222741175587,0.18919990220928784
speech,calm,strong,Dogs are sitting by the door,1st,M,0.07439416317343468,3.1226392196686525,0.8795500702682338,1.9203355098985861,0.29106167386530696,0.7182419897409926,1.711815111601184,-1.5311956749808022,1.5111213379086557,0.505472183029058,0.8357377876134445,1.595075779308255,-1.3734290100865956,-0.16204382295560063,-0.5798127590682425
speech,angry,strong,Dogs are sitting by the door,1st,M,0.41034765627597375,3.930771366504996,1.9250001361058995,-1.6693214429630021,-1.398531774331038,0.9456146207660326,-1.0904946508925641,-0.5254796671678358,-0.3551211770799024,0.47178590350854016,0.09304567033623219,0.023074294831647024,6.906899770013961,-3.9645335743734114,-0.42631510650178667
speech,calm,strong,Dogs are sitting by the door,1st,M,-0.4821855045039062,-0.8410305464698723,0.3857666326631447,1.93610658371033,-0.3062164072348498,0.6905240117826775,-1.338476068847967,-3.042735004203859,2.301898532117158,2.215567149778947,0.8842514659833765,-0.8877664453293608,-4.105850201849675,-0.044421526565197905,1.7316186237450382
song,sad,normal,Dogs are sitting by the door,2nd,M,2.4728681064676814,-0.33622097231433207,-0.1862741785111398,0.43757108384072024,0.4667930688669882,-1.0884694029008997,0.18864305031605583,0.08422666819567957,-0.47051743288632863,0.8034175261243326,-0.7826112092024201,-0.8546220674198908,0.16029712561280623,3.02040423516047,0.2786297010449928
speech,neutral,normal,Kids are talking by the door,2nd,M,-1.4867031629846326,-1.4293835114807911,-0.642253060474351,1.1881112591351322,1.05510475469687,-1.0884694029008997,0.642338071535206,-3.083778228410828,-0.47051743288632863,3.064945072742376,0.22834430467887698,-0.7644897476373146,-5.550902267326097,-1.2129132368890538,1.286762931595737
song,sad,strong,Kids are talking by the door,2nd,M,0.41034765627597375,-0.2436680000921968,-0.15786073210755514,1.0796658460502662,-0.29615751904468146,0.9361341308970813,-0.41103492684621173,-0.23871703773475067,-0.2010018348599046,0.08189487033789257,0.6539148546574138,-1.484815703277999,-0.8054662886571552,1.2666266693264183,-0.38115623085631434
speech,calm,normal,Kids are talking by the door,1st,M,-1.2627341675829398,-1.224074263365612,-0.6490594154542174,0.895868849457062,0.8805594307855645,1.1425565300972995,0.7464769560831364,-4.275202369778451,5.677539065789529,2.8034300512570525,0.98683311786715,-1.7945592051184842,-5.149859279248218,-0.9689443678607939,1.094489846479612
speech,angry,normal,Kids are talking by the door,1st,M,-0.5390134585610521,-0.8555004801801176,0.8743926798908099,-0.1106234565016697,-0.016823102263822026,-1.0884694029008997,0.14705653116702358,-0.03119927072328593,-0.47051743288632863,-0.3268635211088766,1.118961734593107,-0.9674700931148945,0.5698967109065354,-0.12095469344765418,0.44148076484354126
speech,calm,normal,Kids are talking by the door,1st,M,-0.09274687817111213,-0.5846670039430728,0.5860828435913498,1.7550817665508283,0.5105875000786958,0.291011901779987,0.0720552283306581,-1.8290076102751605,4.034330052601504,0.5260219732999165,1.1822500454939953,1.7254673281809427,-2.2666024224850276,-0.6413605632456475,0.8095898697930707
song,happy,strong,Kids are talking by the door,2nd,M,0.5206607435633747,-0.09378132826342905,0.9937812627854148,-0.7338868619003689,-0.9018162298397614,0.8681850560141016,-0.17025607594458325,-0.0611126063441622,-0.044068705499641196,-0.3194272013994869,1.8861534680648024,0.7691525416133059,2.0010830228528147,0.2448774361175268,0.393958137494644
song,sad,strong,Kids are talking by the door,2nd,M,1.1340683652978614,-0.7178996011241997,0.437646631662989,0.6735505983102881,0.6225633801310015,0.3248839972976331,0.24208592851152078,0.518709051921995,-0.3302886409597466,-0.6784125319095144,-1.2757879184145984,0.3530442880901754,1.531946776433856,0.5488608273496087,-0.15245463272762563
speech,neutral,normal,Kids are talking by the door,2nd,M,-0.20305996545851301,-0.3763545620389748,0.7865711769814598,2.1172879538085745,0.3708650063541789,0.6263587033971437,0.052799887056463005,-1.2225229746014934,1.8636099932864605,0.4871594029412717,1.3383875972053516,1.8284866413095202,-1.8951518060717472,-1.5082535932800074,0.3669080632107292
speech,fearful,normal,Kids are talking by the door,2nd,M,-0.9836086285375466,-1.1337054320808724,0.12435166036869603,0.16584172494937444,0.4588129198511417,0.26901123236457847,0.2593232737582417,-0.5722723798932066,-0.20151985416314697,0.16558248310357418,0.25221303582063537,-2.194319210957082,-2.1244507540848505,0.21715386937215578,1.4310664055984088
speech,calm,strong,Kids are talking by the door,1st,M,-0.649326545848453,-1.7441728240829208,-0.8408491688334605,1.0782260975251725,1.7654196867044845,-1.0884694029008997,3.332165431946042,-3.0414284827286,-0.47051743288632863,1.6760772013451126,0.08541240634451501,1.2921314063832905,-4.994162050537341,-1.3070727788683745,0.7065256720203383
song,sad,normal,Kids are talking by the door,2nd,M,0.6878017849079214,-1.942656631768739,-0.41625290184418057,0.16102281778336547,1.7948897112228832,-1.0884694029008997,0.38794152483852007,0.9192714033535853,-0.47051743288632863,-1.3460579361532128,-1.2493199414109681,0.7473536361532941,-1.142899501255907,0.3729038345343386,-0.3356788237462731
song,sad,normal,Kids are talking by the door,2nd,M,0.41034765627597375,0.2723352963674954,0.7808720608895154,0.6646101561599417,0.05688412483413253,-0.24032391891680716,-0.0871281833579802,-0.251513595161893,0.43438155180217636,-0.1765984991154201,-0.13013409009367732,-1.3805151873341877,-0.23353154754105676,0.772304880561632,0.12160949181619642
speech,calm,strong,Kids are talking by the door,1st,M,-0.7061544999055989,-0.755303014677098,0.44454117976870705,1.4405719130796357,0.22386948762604278,0.6144401535844718,0.8482049975422461,-1.5901267428561998,2.6922757182984562,0.49912616002642635,1.7671654656919962,-1.7819520330847844,-2.765283986005639,-0.5510838375225617,0.9486404055617649
speech,fearful,strong,Kids are talking by the door,2nd,M,-1.4867031629846326,-0.7629475079579823,1.569929898816489,-1.4155933641213094,-2.4642154840014334,0.9457307622816683,-0.029102360872581362,-0.9057519663347969,-0.22280844200998795,0.5490175750677434,0.5326409000721233,-1.412360069264723,3.044999866692733,-0.9067768266685476,1.570311281287196
speech,angry,strong,Kids are talking by the door,1st,M,-1.1524210802955388,0.3091926746860449,1.6292643488457164,-0.4038551884363621,0.016571863408449607,2.2777213978406365,-0.05207180717425969,-1.5094673026002103,-0.30798019937577786,1.0000891948336477,0.39967349516538103,0.3531476665677253,3.2801248267226084,-3.645724324350816,-0.5507073294552606
speech,surprised,strong,Dogs are sitting by the door,1st,M,-1.2627341675829398,-0.885532418069306,0.2678892266374626,-0.03396098253820979,0.8063826863098499,1.0436726647596524,0.3758003915115305,-1.2614151359786072,0.2218599777716457,1.079974996589398,-0.0028113629001987155,0.18831814123499444,-2.2065351358694736,-2.7071078578074834,-0.09594128598467501
song,happy,normal,Kids are talking by the door,2nd,M,0.019237619529734237,-0.6829533461258713,0.7729663213713586,0.7463050185695138,0.7754464370881307,0.43452221641853367,0.2128943239784617,-0.08413305576851868,-0.08021051221841526,-0.6263134667996291,-0.43822906985246174,-2.067388451809719,-1.5185260602580766,-0.21195207072609193,0.3025243018231082
song,happy,normal,Kids are talking by the door,2nd,M,0.41034765627597375,-0.5095871592201017,0.5338348122088161,-0.11226783933489766,0.019781152859707697,0.511588968539544,0.25694705245618943,-0.12632456888929558,-0.3268846773186348,-0.5499669200201992,-1.1185419605303317,-0.47153876750093254,-0.22397217199950506,1.072615195018233,0.6525329241829019
speech,surprised,strong,Dogs are sitting by the door,1st,M,-1.095593126238393,0.5199622751447128,0.4483139605112554,0.2931827315545964,-1.228671959294742,1.2565223418595175,-0.009964717131688096,-0.95350053693449,-0.2682616400129335,0.6557772065849596,-0.15716054284371056,0.06066423741184658,0.4331216717025426,-0.7795203078327811,-0.22998911682235645
speech,fearful,strong,Kids are talking by the door,2nd,M,-0.8732955412501457,-0.15248011595593372,0.7915149290489326,0.2432911947670527,-2.5375609844263782,1.6199261832740766,-1.1649103849520854,-1.0192177237524216,0.034640984065831035,1.3281476431558674,-0.12580823077398295,-0.3404598777134731,2.7485624883395126,0.8542033441740218,0.7241570807945238
speech,angry,strong,Kids are talking by the door,1st,M,-0.9284520848938461,-1.0943908952077528,1.6231772278820213,-0.4411170957628001,-0.13721742947138182,0.8493222979533767,0.18874521574077108,-0.37565200056312054,-0.1805243945831893,0.2331107215413858,0.7781417756382477,0.23643414310609467,1.6640494112883895,-3.320861667601101,0.6681084985001318
speech,fearful,normal,Dogs are sitting by the door,2nd,M,-1.7090007479728797,-1.0487969531396213,-0.03126118302211485,0.6219077457239871,0.4726151493088827,0.7139255467588629,-0.0955156924458962,-2.489988268430811,2.0215161603039467,1.7612857886408395,2.0195522478365127,-0.8765916157229161,-1.883587826316225,-1.4789971048600106,-0.7996998551243178
speech,angry,normal,Dogs are sitting by the door,1st,M,-1.0404365825946924,-0.8989102813108536,0.8437845037904537,-0.39489974489876584,-0.22958601590356328,0.7204076069646885,-0.6080062545611321,-0.42717238787750916,0.4965107119755188,0.32903521683466613,0.6241739106991828,-0.29492789934463826,-0.906707083803411,-2.37871526127311,0.2801003844462484
song,happy,strong,Dogs are sitting by the door,2nd,M,0.46550419991967423,0.20653805062845532,0.9328164741828695,-0.05389974944890853,-0.39727715331960584,0.5862172360772596,-0.9633667282123228,-0.15959967049064833,-0.07949599783886209,0.041843864055769384,-1.5023335839778096,-0.703027442406585,0.7214606745495191,0.8906203689364645,-0.17130737595257026
speech,surprised,normal,Kids are talking by the door,1st,M,-1.0404365825946924,-1.0575335168892035,-0.1376934551761145,0.49475214087914404,0.3810343349239292,-1.0884694029008997,0.16943304006114895,0.4552297419801478,-0.47051743288632863,-0.43608857445132443,0.5441123261777505,0.43928714805176616,-0.9570566509617983,1.5723761038821564,0.9859772483042033
speech,surprised,normal,Kids are talking by the door,1st,M,-1.1524210802955388,-0.4563487238710858,-0.24878425430100257,0.7706418845012969,1.084217012490172,0.910938696874743,1.6252845504247821,-0.03664357440377109,-0.2719764669779004,0.21983052830380667,-0.23967946509587165,-0.34781650607425196,-2.4492314142461074,-2.326410529233724,-0.18294254395809376
song,happy,strong,Dogs are sitting by the door,2nd,M,1.525178402044101,0.8863519173928117,1.2504791371017303,0.43747915226244183,-0.3949885511893489,0.938846465645189,-0.07612192707960214,-0.07540079886647601,0.39061468472693794,-0.27483174962099843,-1.5910430184422826,-0.9102602816763276,1.3014389595053595,1.8991459009717764,1.2362037342203418
speech,fearful,normal,Dogs are sitting by the door,2nd,M,-1.4867031629846326,-1.0078443105634554,0.5907231933530928,-0.27852667562843914,-0.17361112403961126,1.21351473104689,0.04052788441822288,-1.3973628706919183,0.7418776777475564,0.46409032948367235,0.3747728693943643,-0.9607364662618632,-1.8368928517816716,-1.523743224649963,0.5153084308521517
speech,angry,normal,Dogs are sitting by the door,1st,M,-0.03591892411396621,0.08313408766560829,0.4877387562769259,0.9016513072656994,0.5648859284700314,0.7595815912607714,0.042728703516865925,-1.0606738242364107,1.343055129500715,-0.10270382372414132,-0.03147198583488135,0.18735590991494816,-2.173149352692898,0.17781545286091918,-0.1051298038750883
speech,neutral,normal,Dogs are sitting by the door,2nd,M,-1.5418597066283328,-1.2710332935196158,-0.48059618283781896,0.657383718665704,0.9747552468734522,0.8830373003127928,0.27704246538235183,-3.0367847213729733,6.2275845414653626,1.5559510559987018,1.5793590178734183,4.065760603290935,-3.6767245190129576,-1.8493581644381356,-0.007534462348365932
speech,calm,normal,Dogs are sitting by the door,1st,M,-0.5941700022047526,-0.5513588546477911,0.9266678648820672,1.3640448362523858,-1.4371210364966525,-0.34067382833305393,-1.7801495878485285,-1.4514647956560431,5.271973559432259,-0.5342613679406901,0.6209505945745712,-2.6500859013036706,-1.3323830516787665,1.414430211840059,2.133416992905863
song,sad,strong,Dogs are sitting by the door,2nd,M,0.2983631585751274,0.0683911363381885,0.618600524291894,1.7279796449025353,-0.04522285291160175,0.6378723647652155,-0.3699687692080594,-0.16908132878514937,0.2568589919758234,-0.5026122836870721,-0.7524571290551478,-1.3227391058317322,-0.4694784395993039,0.43748915482105466,0.2183401966201356
song,sad,strong,Dogs are sitting by the door,2nd,M,0.9117707803096142,-1.1001242651684162,0.22355658440263068,-0.050125554277063396,1.2816493103162208,-1.0884694029008997,0.17445140355055996,0.7962951496976919,-0.47051743288632863,-1.1183793835982783,-1.2028288289416644,0.7326101455191049,0.36842958892748706,-0.17652983918283863,-0.7733926618222386
speech,neutral,normal,Dogs are sitting by the door,2nd,M,-1.1524210802955388,-1.0072982753291064,0.5350315906825261,1.4409577179876423,-0.2277218538675937,0.6101493146130065,-0.2945610555763619,-1.260082749970823,2.163952531156644,0.8411781815168052,1.5896279258698462,-1.325998974944577,-2.5940129376392855,-1.3823110928527562,0.9500604649698537
speech,calm,normal,Dogs are sitting by the door,1st,M,-0.9836086285375466,-1.4048119259350915,-0.5337800038763394,1.2991461424500084,1.6039507460649092,0.6705251007039557,0.2935688499469594,-1.9956023874424351,1.1774808114643585,1.3934225999812186,-0.04003656303423287,2.070874490513861,-4.3026873041347695,-1.8069834431490521,0.26784975913840386
song,sad,strong,Dogs are sitting by the door,2nd,M,2.193742567422288,0.11316602555479671,1.7127293806299713,0.09091941190697353,-2.4420767003736668,0.29119151425539,-2.2295120340304355,0.34831108527724536,0.12645754096026687,-0.35403169945036617,-0.6968762123574836,-0.3162898277896884,3.6425269781904435,0.7747669122715063,1.0667580982808942
speech,calm,normal,Dogs are sitting by the door,1st,M,-0.5941700022047526,-1.0703653448964021,0.947240650664434,0.9954442115163719,-0.7966702459008512,0.7232935336773246,-1.5915933656704833,-2.1379304644921775,1.8012489879640938,1.4240716077353017,0.1664568402984599,-1.038651321806868,-2.7767212949548457,-1.4746193707992914,0.8761351071690529
speech,neutral,normal,Dogs are sitting by the door,2nd,M,-1.0404365825946924,1.1560933231611588,-0.17275235459713317,0.8018332304536961,0.2714972678610888,0.9541176532398196,0.17017085869478507,-1.5217588696986784,1.1099762463816423,0.5705095142309922,1.2780797983840884,0.18606947282232508,-2.1988135943028477,-1.0444920207708102,-0.5484817339004999
speech,calm,normal,Dogs are sitting by the door,1st,M,-0.42702896086020575,0.05910853735425753,0.03780345973945654,0.7192836736218,0.13827425642934757,-1.0884694029008997,0.17479152306305604,-1.5196043270803945,-0.47051743288632863,0.5934010797170242,0.5674987688481407,-1.3348071787777347,-2.251445856539508,0.9759900165375034,-0.10141809083105967
speech,neutral,normal,Dogs are sitting by the door,2nd,M,-1.0404365825946924,-1.1970455192653424,0.8471107086540066,2.087635596327695,-0.7045802830575308,0.19076241823208911,-1.709402382151782,-1.3838872430771723,1.006362927312074,-0.018000294448394655,0.7331116810832504,-0.37890157527944146,-2.130498902689115,-0.6376299963371598,0.24313293556823623
song,sad,strong,Dogs are sitting by the door,2nd,M,1.1340683652978614,0.6766743874028416,2.2861732030582647,-0.11546851993262781,-1.0158465749321977,0.48910569188863956,0.20597273111839515,0.024477944720514823,-0.2470464635875876,0.33385310256216705,-1.3898631769886634,0.025765463387460427,4.111185071665318,2.3817075230371865,2.161742503816168
speech,surprised,normal,Kids are talking by the door,1st,M,-0.5941700022047526,0.006689154856764986,-0.08237325103807919,1.4542831810265984,0.6574836413315683,0.5939668859648882,-0.08324849046533576,-0.5165370981199352,-0.35730636210749567,0.5326756743057585,1.236624660959057,-0.7139760631474729,-2.871973386259828,-1.8684445900079212,0.29051655397377946
song,happy,strong,Dogs are sitting by the door,2nd,M,0.41034765627597375,0.2207349667215262,0.38190319028486,-0.10226306799167555,0.5352563850130202,1.5487293321723943,0.16939832540423055,0.46005185547903427,0.23777607895282057,-1.058316507464814,-1.1199369048166843,0.09202962641352536,-0.22768579756611135,-0.4774555849655905,-0.9739701721993557
speech,angry,normal,Dogs are sitting by the door,1st,M,-0.8164675871929998,-0.09978771584126675,0.30591796785879527,0.6109921209189912,0.9241607988834373,0.9903678818697917,2.126414580174131,-0.6497068098399219,0.5910792761700279,0.02741754661908812,-0.08055588860675678,0.20948895150336735,-1.7990555111611841,-2.1779594559427804,-0.30192489344018786
speech,fearful,normal,Dogs are sitting by the door,2nd,M,-1.2075776239392393,-0.13418793560524622,-0.9354521172138477,-0.14982438929297334,0.6160863957530456,-1.0884694029008997,0.1692164509987626,-0.4276455324875638,-0.47051743288632863,-0.1908059893724656,0.17011465808426837,0.5393240879311503,-2.2419262170393104,-0.5122042951040515,-0.957881143097517
speech,angry,normal,Dogs are sitting by the door,1st,M,-0.14790342181481256,-0.1915216352118787,0.4734608951084794,0.5624818657113595,0.37176141338332463,-1.0884694029008997,0.18713225722560126,0.27230197261975236,-0.47051743288632863,-0.29146319074688004,0.6077780218861678,1.0519481547279914,-0.43475158650806667,1.280906980490185,0.9301884166597875
speech,fearful,normal,Dogs are sitting by the door,2nd,M,-1.4298752089274867,-0.8494940926022799,0.2763214319908572,1.1383735827296455,0.3512018097498988,1.1319616761839957,0.17136233633693726,-1.412295978014641,1.39599165642105,0.6943447518616123,0.30861693377121896,0.5068289564417077,-2.5013453237481365,-1.2788700272207076,0.4255548447566037
song,happy,strong,Dogs are sitting by the door,2nd,M,0.46550419991967423,0.4981208657707576,-0.09192683310873015,1.0159903422852388,-0.2902733321442872,1.158754326294056,-0.0028020247847613438,-0.4215246326366735,0.6266329222527581,0.13613016734482816,-0.7545279812700958,0.7667600501203674,-0.08541423847658573,0.6592702492889179,-0.6262616380317856
speech,surprised,normal,Kids are talking by the door,1st,M,-1.7090007479728797,-0.9633424389640215,-0.2692829847868529,-0.3586656249244655,-0.3966189838787769,1.4200634682141282,-0.5509671480022745,-0.5871513286725955,-0.3001083301100017,1.9956269058774925,0.6843759841069906,-1.5932641279052122,-3.652980479921947,-2.4294100972442196,1.03928078746964
song,happy,normal,Kids are talking by the door,2nd,M,0.35351970221882784,-0.6387244921436119,-0.561051652253628,0.36666298816617227,1.1246865927285827,-1.0884694029008997,0.21117259438032351,0.4217616260244884,-0.47051743288632863,-0.9919550108396092,-0.9302935248050459,1.053831592573631,-1.9373089803880332,0.23962673110024152,0.07131559243251626
speech,surprised,strong,Dogs are sitting by the door,1st,M,-1.7090007479728797,-0.785061934949112,0.4973973622226367,-0.20996495078025376,-0.8263867988961803,1.9869067163731127,2.628706314255568,-0.32095412930451994,-0.4265213905446073,1.090579187585694,0.09849150268041504,-0.7908722273057331,-0.7138743242822194,-2.184262938602796,1.25284606903617
speech,angry,strong,Kids are talking by the door,1st,M,-0.8164675871929998,-1.3264558698060271,2.3842473251553873,-0.9720823505225055,-3.5799933778187913,1.1242113012289665,-2.3800147926259587,-0.20618269546953905,0.18564242089705774,-0.591226321057029,2.6760913395267942,1.290413965956417,5.016134656577036,-0.8926992400505676,3.880284883356543
speech,fearful,strong,Kids are talking by the door,2nd,M,-1.3747186652837862,-0.8385733879153023,0.6777231312910853,-0.7425788195336939,-0.15222637227718683,1.7944063259851069,0.13838880086587083,0.06900594289923069,-0.3977904264670732,0.24611381842932642,0.7781578043311937,0.2874347449198188,0.43072527800482663,-3.277296384770817,0.13912895064157177
speech,angry,strong,Kids are talking by the door,1st,M,-0.7061544999055989,-0.4852885912915765,1.7497422178290867,-1.63841935452887,-0.4291343729823467,1.7097810001381228,0.1980100528445137,0.24091185091134676,-0.36910198596061444,-0.24549793732125136,0.6341460584279796,0.842109019491795,4.905596177166666,-5.440685594710609,0.22743553998535188
speech,fearful,strong,Kids are talking by the door,2nd,M,-1.0404365825946924,0.1475662453187762,0.03202647338117437,-0.663905390376756,-1.1211740863757251,1.2948774686147642,-1.2079813743623307,-0.17384950724277073,-0.42265989596237924,0.09108350501984314,0.41429248599099816,-0.6776588665531917,0.7805098572857406,-0.7355510587379743,-0.8408151382939509
speech,surprised,strong,Dogs are sitting by the door,1st,M,-0.7061544999055989,-0.004231549830212627,0.014364509571898302,-0.42004976294971635,0.5662645600376299,0.8500173199034542,-0.39523901998456323,0.20771152576504767,-0.3027786183075569,-0.3533108522159729,1.587366154598666,-0.5218569275931852,-1.491982806530034,-2.560411194713794,-0.3167853805419163
song,happy,normal,Kids are talking by the door,2nd,M,0.5206607435633747,-0.3444115008295653,0.15669273040754575,0.6540830288196382,0.9069246128512682,-1.0884694029008997,0.13125980147625232,0.6434279793968825,-0.47051743288632863,-1.3140741577731174,-0.8636076568716766,0.11889453334030861,-1.0719479105890393,0.042774054327887875,-0.31015605815483827
song,sad,normal,Kids are talking by the door,2nd,M,1.3028808170558537,-0.9316723953717865,0.3269234161008126,0.39199610007177127,0.21623407525701163,-1.0884694029008997,0.17490044000687288,0.527423891565478,-0.47051743288632863,0.40718743871887225,-0.1479181076102578,-0.07940112476605259,2.2139942924699274,2.853976802672663,0.7406315393772567
speech,calm,strong,Kids are talking by the door,1st,M,-0.09274687817111213,-0.16558496158030686,0.7596718247766605,0.11129629625557831,-2.587335956126635,0.9252737341074913,-2.5955217907127652,-1.4057579907014708,1.3397641370755853,0.5534920176262668,1.1723086721683322,-0.8742428666242081,0.3172667503723036,2.7721514517804766,2.2662251631720776
speech,calm,strong,Kids are talking by the door,1st,M,-0.37020100680305984,-0.8931769113501904,0.9996603556888933,1.2811983288831206,-1.0958899001125813,0.5873468310482663,-0.7967531767260773,-2.0588001185994584,2.5940966864315107,1.0164788324554375,0.3664948612994003,-2.1640048880789715,-2.6657952884604423,-0.9277451843734442,1.1734221118990327
song,sad,normal,Kids are talking by the door,2nd,M,1.525178402044101,-0.8666942024842696,1.0820093965956386,0.6726874415669517,-2.0679860055065324,0.08110601892389543,-3.391021624385782,-0.3588163216596208,-0.25589846950059897,0.4447676099434775,-1.2480141752737455,-1.6134492213107225,0.4599565982126154,1.5305248709298211,-0.0399607237973755
song,sad,strong,Kids are talking by the door,2nd,M,1.804303941089494,-0.45225345961346924,0.6491934405129675,0.7601624538794297,0.6939932706572102,-1.0884694029008997,0.4125526389647641,-0.14298039582746838,-0.47051743288632863,-0.6058066410200827,-0.9614431786904746,0.3481800222594491,0.023325059071286826,0.7307148240592107,0.30032761494317656
speech,calm,normal,Kids are talking by the door,1st,M,-0.20305996545851301,-0.6534674434710317,-0.37427140306876394,0.9405522123119939,1.159483601834363,0.9582747461515385,2.155778903125001,-2.781873351914394,0.23908132036713914,1.7473615805983986,1.1630104221765063,2.7972168544101,-3.7318137219652234,-1.9761591236980602,0.3904933185452679
speech,neutral,normal,Kids are talking by the door,2nd,M,-0.5941700022047526,-0.5169586348838116,0.17846902696330644,0.6588057732468608,0.7521736235874649,0.8689211004332527,0.18402112748425387,-0.9676592421281757,0.5256790752519395,0.7135333828150879,0.4046499280496728,1.6856016381805727,-2.6151621971451395,-1.8290929996335823,0.16232477940223866
speech,surprised,normal,Dogs are sitting by the door,1st,M,0.019237619529734237,-0.4263167859818974,0.2169874307816083,1.6600048974118948,0.3345239615870272,0.6910338439159993,0.23902732178361738,-1.225632703895949,1.4189362958300364,-0.03205437804200307,0.16813417948974044,-0.6056881093070228,-2.665355258361712,0.5773539365223728,1.158865800514243
speech,surprised,strong,Kids are talking by the door,1st,M,0.019237619529734237,-0.5218729519929515,0.484959887377629,0.9089550596019209,0.026964107201982487,0.5023336194394687,0.15440905424529439,-0.17000435128722483,-0.4200087564107692,-0.4527749661048997,0.376817416432193,-0.1615890691197441,-1.2049636315616759,-0.6411978232723372,0.14116898483264148
speech,calm,strong,Dogs are sitting by the door,1st,M,0.019237619529734237,-0.7992588510421829,-0.4551287907756682,0.858515395203302,0.8174031895573188,-1.0884694029008997,0.28696585049850454,-1.422570705688746,-0.47051743288632863,0.8736088772477509,0.307923976950562,2.124977324298736,-3.0781664180742747,-0.9840138846358062,0.21159123704124363
song,sad,normal,Dogs are sitting by the door,2nd,M,1.6923194433886477,-0.06265731990554287,0.6884568854962271,0.9860368031064844,0.7490459701717836,0.5899971836090571,0.16943273238173487,0.5022601843981022,-0.27333815053700594,-0.9633851073861897,-1.1755103144517225,0.8861241046648746,0.11510800943393484,0.681653356843187,-0.0963284288242844
song,calm,strong,Kids are talking by the door,1st,M,1.3580373606995542,-0.29335720641794494,-0.5969859750434712,-0.15178380125846244,0.2070096126813208,-1.0884694029008997,0.1694329199064335,-0.32709290311592465,-0.47051743288632863,0.1793021237203091,-1.795335043467237,-0.7537757794864584,-1.4806653184698713,2.323246305702507,0.885452549489534
